Number,Timestamp,Gender,Age,Breed,Household Cats,Housing,Area,Ext,Obs,Shy,Calm,Scared,Intelligent,Vigilent,Persistent,Affectionate,Friendly,Solitary,Rough,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBirds,PredMamm,Additional Comments
1487,2021-03-14 11:16:25 UTC,F,[2-10],RAG,3,IH,R,0,1,2,5,2,5,5,3,4,4,3,2,3,1,2,4,3,3,0,0,
1488,2021-03-14 11:50:28 UTC,M,>10,NR,4,SH,PU,1,2,5,5,1,5,5,5,5,2,3,2,5,5,3,4,1,3,0,0,
1489,2021-03-14 11:52:34 UTC,M,[1-2],NR,4,SH,PU,2,2,1,5,2,5,5,3,4,2,2,4,5,5,5,5,2,3,0,1,
149,2021-03-13 15:01:58 UTC,M,<1,MCO,2,ANB,U,0,2,1,2,1,4,4,5,3,3,1,3,1,2,3,3,5,DK,0,0,
1490,2021-03-14 12:25:01 UTC,M,>10,NR,1,IH,R,2,3,4,4,1,5,5,4,5,1,5,1,4,4,1,4,1,3,0,2,"He has always lived with other animals such as rodents, birds, fish and chickens and does not seek to attack them"
1491,2021-03-14 12:25:57 UTC,M,[1-2],EUR,1,IH,R,0,2,3,3,2,5,5,4,3,4,1,1,2,3,2,4,3,3,0,0,"Moving from apartment to recent house, he does not go out unattended yet."
1492,2021-03-14 12:47:45 UTC,M,[2-10],NR,2,ANB,R,0,3,1,4,1,4,2,3,4,4,2,2,4,1,1,4,1,3,0,0,
1493,2021-03-14 15:02:46 UTC,F,[2-10],SAV,5+,SH,R,0,3,1,3,1,3,1,3,3,3,1,2,2,1,1,2,3,3,0,0,
1494,2021-03-14 15:10:37 UTC,M,<1,NR,3,SH,R,4,2,2,3,3,4,4,5,5,5,2,3,4,1,2,3,4,3,0,1,
1495,2021-03-14 15:19:05 UTC,F,<1,SAV,1,IH,U,0,2,1,2,1,2,2,1,2,4,2,1,3,1,1,5,1,3,0,0,
1496,2021-03-14 15:56:33 UTC,F,[1-2],BEN,1,IH,PU,0,3,4,2,3,4,5,5,5,4,1,1,2,3,4,4,3,3,0,0,"""Wild"" character revealed by only nocturnal outings and alertness behaviors before drinking or eating very typical."
1497,2021-03-14 16:10:53 UTC,F,>10,EUR,2,IH,R,1,3,1,4,3,5,4,4,5,4,2,2,4,2,2,4,3,3,0,0,
1498,2021-03-14 16:45:33 UTC,M,<1,BEN,2,IH,R,2,3,1,1,2,5,4,5,3,5,2,3,4,3,5,3,4,3,0,4,
1499,2021-03-14 18:38:15 UTC,M,>10,EUR,3,IH,R,2,2,3,4,2,4,4,4,4,4,3,1,1,1,1,4,3,3,0,0,
15,2021-02-13 13:41:04 UTC,M,[2-10],BIR,1,AWB,PU,0,2,2,2,3,4,4,4,4,4,2,1,2,2,2,4,4,DK,0,0,
150,2021-03-13 15:02:58 UTC,F,[2-10],RAG,2,ANB,U,0,2,2,5,3,5,4,5,5,5,4,1,4,3,1,4,3,DK,0,0,
1500,2021-03-14 19:31:08 UTC,M,>10,EUR,1,AWB,PU,2,2,1,4,1,5,5,5,4,4,4,4,4,4,3,5,4,3,0,3,
1501,2021-03-14 19:51:46 UTC,F,[1-2],RAG,5,SH,PU,0,2,1,3,3,3,3,3,3,3,1,1,1,1,1,2,2,3,0,0,
1502,2021-03-14 19:54:34 UTC,F,<1,SAV,1,SH,R,0,3,2,5,1,4,3,4,5,5,1,1,1,1,1,4,4,3,0,0,My cat doesn't go out
1503,2021-03-14 20:13:58 UTC,F,[1-2],SPH,1,ANB,U,1,2,1,2,4,5,3,4,2,3,5,4,3,3,4,2,5,3,0,0,
1504,2021-03-14 20:45:36 UTC,M,[2-10],NR,5+,IH,R,2,3,1,4,1,5,4,4,5,5,3,3,5,3,2,4,2,3,0,0,He is doIHnant with the bigger ones but benevolent with the smaller ones.
1505,2021-03-14 20:48:06 UTC,M,[1-2],SAV,5+,IH,R,0,3,2,2,1,5,5,5,5,5,1,1,1,1,1,2,2,3,0,0,
1506,2021-03-14 20:51:01 UTC,M,[1-2],EUR,3,SH,R,2,2,2,3,2,4,4,4,4,4,2,1,1,1,1,4,4,3,0,0,
1507,2021-03-14 20:51:17 UTC,M,<1,BEN,1,IH,R,0,2,2,2,2,5,4,4,5,4,4,3,3,2,4,4,4,3,0,0,
1508,2021-03-14 20:52:30 UTC,F,<1,EUR,3,SH,R,2,2,5,5,2,5,4,4,5,5,2,1,1,1,3,5,4,3,0,0,
1509,2021-03-14 21:27:58 UTC,M,<1,NR,1,SH,U,0,1,4,2,3,4,5,5,4,2,4,5,5,3,4,2,4,3,0,0,Poorly weaned
151,2021-03-13 15:03:20 UTC,F,[1-2],BRI,2,ANB,U,0,2,5,5,5,4,5,2,1,3,5,1,1,1,1,3,3,DK,0,0,
1510,2021-03-14 22:20:08 UTC,F,[2-10],Other,1,SH,PU,3,2,3,4,1,4,4,4,3,2,4,2,4,3,3,3,3,3,0,2,
1511,2021-03-14 22:37:17 UTC,M,[2-10],EUR,1,SH,R,1,2,4,3,5,4,4,4,4,3,3,5,5,5,4,3,4,3,0,0,It's a cat who thinks he's a child. Tetu and powerful in strength. He must have been an Other animal because he eats fruits and vegetables quite often.
1512,2021-03-14 23:11:40 UTC,F,[2-10],RAG,2,IH,R,1,1,1,5,4,4,4,4,4,4,3,1,1,1,1,4,3,3,0,0,
1513,2021-03-14 23:14:31 UTC,F,[2-10],NR,1,SH,U,1,2,3,2,1,3,3,3,3,3,3,3,3,4,4,4,2,3,0,0,
1514,2021-03-14 23:28:11 UTC,M,[2-10],Other,1,IH,R,0,3,2,3,5,5,2,5,5,5,1,1,3,4,3,5,4,3,0,0,He doesn't go outside. He stays in the house
1515,2021-03-15 00:07:56 UTC,F,[1-2],RAG,4,IH,R,0,3,1,5,2,5,4,3,4,5,2,1,2,2,2,4,3,3,0,0,
1516,2021-03-15 03:51:37 UTC,M,<1,SAV,1,ANB,U,2,3,4,3,1,2,3,3,4,1,1,1,1,1,1,3,3,3,0,0,
1517,2021-03-15 04:07:08 UTC,M,[2-10],EUR,3,SH,R,1,1,5,5,5,2,4,3,5,3,2,1,1,1,1,3,2,3,0,0,Very fearful but kind cat like everything
1518,2021-03-15 04:09:02 UTC,M,[2-10],EUR,3,SH,R,2,1,5,4,3,5,5,3,5,4,2,1,3,1,2,3,3,3,0,0,
1519,2021-03-15 04:56:19 UTC,F,[2-10],NR,5+,IH,R,2,2,4,4,1,4,2,3,4,3,2,1,2,1,2,4,3,3,0,0,
152,2021-03-13 15:03:45 UTC,M,<1,PER,1,AWB,U,0,2,1,3,1,4,4,4,4,4,1,1,3,1,1,3,4,DK,0,0,
1520,2021-03-15 04:58:23 UTC,M,>10,CHA,5+,IH,R,1,3,1,3,1,4,2,4,4,4,1,1,3,1,2,3,2,3,0,0,
1521,2021-03-15 05:02:08 UTC,M,>10,EUR,5+,IH,R,1,2,1,1,1,3,1,4,4,4,1,2,3,3,1,4,3,3,0,0,
1522,2021-03-15 06:17:55 UTC,F,[2-10],EUR,4,IH,PU,3,1,5,3,5,3,4,3,2,3,5,4,3,5,4,2,3,3,0,1,Hunting takes place mainly in summer and spring
1523,2021-03-15 09:02:55 UTC,F,[2-10],NR,1,SH,U,2,2,1,5,2,5,5,5,5,3,5,3,5,5,1,1,1,3,0,1,
1524,2021-03-15 09:36:01 UTC,M,[2-10],EUR,1,IH,PU,0,2,1,4,2,3,5,1,1,1,1,4,2,3,4,2,2,3,0,0,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS
1525,2021-03-15 13:33:04 UTC,F,[2-10],Other,1,IH,R,1,2,1,4,4,4,2,2,5,5,2,1,1,2,2,4,2,3,0,0,
1526,2021-03-15 18:16:39 UTC,F,>10,SPH,5+,IH,R,1,1,5,5,5,3,5,3,3,1,5,2,2,5,3,5,3,3,0,0,
1527,2021-03-15 18:20:57 UTC,M,<1,EUR,5+,IH,R,2,2,1,3,1,3,4,4,5,5,1,1,1,1,2,2,5,3,0,1,
1528,2021-03-15 18:29:56 UTC,F,[2-10],EUR,5,IH,R,1,2,1,2,1,5,4,5,5,5,1,1,5,3,3,5,1,3,0,2,
1529,2021-03-15 18:38:51 UTC,F,>10,EUR,1,IH,R,1,2,3,4,4,3,4,4,4,1,4,2,4,4,1,1,1,3,0,1,
153,2021-03-13 15:05:15 UTC,F,[2-10],NR,2,ANB,PU,0,3,2,4,3,4,5,4,5,4,4,4,4,3,4,4,3,DK,0,0,Our doesn't come out
1530,2021-03-15 19:34:35 UTC,M,[1-2],PER,3,IH,R,0,2,1,5,3,4,4,5,5,5,4,3,2,2,2,3,3,3,0,0,
1531,2021-03-15 21:24:45 UTC,M,>10,EUR,1,IH,R,3,2,5,4,5,5,5,4,5,1,4,1,2,1,1,4,1,3,0,0,
1532,2021-03-15 21:40:10 UTC,M,[1-2],EUR,2,SH,R,2,2,5,5,4,1,5,3,5,1,5,1,1,1,1,5,3,3,0,0,
1533,2021-03-15 22:45:01 UTC,F,[2-10],NR,1,IH,R,0,2,1,1,1,4,2,2,3,1,3,4,4,4,4,1,3,3,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 25 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1534,2021-03-16 04:56:07 UTC,F,[2-10],EUR,4,IH,U,0,3,2,2,1,5,5,5,5,4,1,1,4,5,5,1,3,3,0,0,
1535,2021-03-16 06:57:19 UTC,F,<1,RAG,5+,IH,R,0,3,1,4,1,3,4,5,5,4,1,1,1,1,1,4,4,3,0,0,
1536,2021-03-16 11:09:45 UTC,M,[2-10],EUR,1,AWB,PU,0,2,1,4,2,5,5,5,5,4,4,2,2,3,2,3,2,3,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 24 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1537,2021-03-16 22:55:14 UTC,F,[2-10],NR,3,ANB,R,0,2,2,5,3,5,4,4,5,4,3,3,4,3,4,4,3,3,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 24 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1538,2021-03-17 01:18:32 UTC,M,[2-10],EUR,1,SH,R,2,2,2,5,4,4,4,2,5,2,2,2,4,4,4,4,5,3,0,1,
1539,2021-03-17 01:27:18 UTC,F,<1,NR,2,AWB,R,0,3,1,1,1,5,4,5,5,4,2,1,2,1,5,1,2,3,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 23 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
154,2021-03-13 15:11:25 UTC,M,[2-10],TUR,5+,ANB,U,0,3,1,3,1,5,5,5,5,5,1,1,3,1,1,5,3,DK,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 23 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1540,2021-03-17 07:04:49 UTC,F,[2-10],EUR,2,SH,PU,2,2,3,4,2,4,5,4,4,2,4,1,1,3,1,4,1,3,0,0,
1541,2021-03-17 09:15:09 UTC,F,<1,EUR,1,SH,PU,0,2,4,4,3,5,5,5,4,3,3,2,2,2,3,3,5,3,0,0,
1542,2021-03-17 18:17:07 UTC,F,[2-10],EUR,1,IH,R,0,3,1,5,2,5,5,5,2,5,1,1,1,1,1,1,1,3,0,0,
1543,2021-02-09 17:44:39 UTC,M,[2-10],NR,1,SH,R,0,3,1,2,3,5,3,5,5,3,2,2,3,3,4,4,4,3,0,0,
1544,2021-02-09 18:59:10 UTC,F,[2-10],SAV,1,SH,PU,0,2,2,3,5,3,4,4,5,4,1,2,3,4,3,4,3,3,0,0,
1545,2021-02-09 19:39:16 UTC,M,[2-10],DK,1,IH,R,2,2,4,4,3,3,5,4,5,3,1,1,1,1,1,3,4,3,0,0,
1546,2021-02-10 12:53:41 UTC,M,[1-2],NR,1,AWB,U,0,2,4,3,2,5,3,4,5,3,1,1,2,3,3,4,4,3,0,0,
1547,2021-02-10 13:32:11 UTC,M,[2-10],EUR,1,IH,U,0,3,4,3,3,3,5,5,4,2,4,1,1,1,1,4,4,3,0,0,
1548,2021-02-10 13:47:36 UTC,DK,[1-2],RAG,3,SH,R,0,2,3,4,2,4,4,4,4,4,1,3,2,2,2,4,3,3,0,0,
1549,2021-02-10 13:49:25 UTC,F,[1-2],RAG,5,SH,U,0,3,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,3,0,0,
155,2021-03-13 15:16:51 UTC,F,[2-10],PER,2,ANB,U,0,2,4,5,4,4,4,4,3,1,5,1,3,1,3,4,3,DK,0,0,
1550,2021-02-10 14:13:56 UTC,M,[1-2],RAG,1,SH,PU,0,2,1,4,1,4,2,5,4,5,2,1,4,1,1,5,2,3,0,0,
1551,2021-02-10 17:58:18 UTC,F,[2-10],Other,1,SH,R,0,2,1,5,4,5,5,5,5,4,1,1,1,1,1,4,4,3,0,0,
1552,2021-02-10 18:21:00 UTC,M,[2-10],RAG,2,SH,PU,2,2,3,4,2,3,3,2,5,4,1,3,3,3,2,4,4,3,0,0,
1553,2021-02-10 18:46:34 UTC,F,[2-10],RAG,1,IH,R,0,2,2,4,3,4,4,4,4,4,2,1,1,3,4,4,4,3,0,0,
1554,2021-02-10 19:48:11 UTC,M,<1,RAG,1,SH,R,1,3,2,4,4,3,1,1,4,4,2,1,1,3,1,3,4,3,0,0,
1555,2021-02-10 19:49:24 UTC,M,<1,RAG,3,IH,R,0,3,1,5,1,3,3,1,5,5,1,1,1,1,1,4,3,3,0,0,
1556,2021-02-10 19:52:07 UTC,F,<1,RAG,3,IH,R,0,3,5,5,1,3,4,4,5,5,1,1,1,1,1,4,4,3,0,0,
1557,2021-02-10 19:56:49 UTC,F,[2-10],RAG,2,IH,R,2,2,1,5,1,4,3,2,5,5,2,1,1,1,1,3,4,3,0,0,
1558,2021-02-10 20:05:29 UTC,F,>10,NR,1,IH,PU,1,1,4,5,5,2,4,2,3,2,3,1,1,5,4,2,4,3,0,0,
1559,2021-02-10 21:02:43 UTC,F,[2-10],RAG,1,IH,PU,0,3,3,5,3,4,4,4,5,4,2,1,1,1,1,1,3,3,0,0,
156,2021-03-13 15:36:54 UTC,F,<1,RAG,1,IH,R,0,2,1,4,3,4,5,5,4,4,1,1,3,3,4,2,2,DK,0,0,
1560,2021-02-10 22:08:27 UTC,F,[1-2],RAG,2,SH,R,1,2,1,3,3,4,4,4,4,4,1,1,2,1,1,4,3,3,0,1,
1561,2021-02-10 22:20:13 UTC,M,<1,EUR,1,SH,R,2,2,1,2,2,2,2,3,5,5,1,1,1,2,1,3,5,3,0,4,
1562,2021-02-10 22:56:46 UTC,M,<1,BRI,1,AWB,U,0,2,2,4,3,5,5,4,4,5,2,1,1,3,1,4,2,3,0,0,
1563,2021-02-10 23:05:54 UTC,F,<1,RAG,1,IH,R,0,2,1,5,4,5,5,5,5,5,2,1,1,1,1,4,3,3,0,0,
1564,2021-02-11 10:52:47 UTC,M,[2-10],RAG,4,SH,R,1,2,1,5,2,2,2,3,5,5,1,2,3,1,3,4,3,3,0,0,
1565,2021-02-11 13:12:25 UTC,M,<1,RAG,3,IH,R,0,2,2,4,4,4,2,3,5,5,1,1,4,1,1,4,4,3,0,0,
1566,2021-02-11 17:28:30 UTC,M,[1-2],RAG,2,IH,R,0,3,1,5,1,1,4,3,5,5,1,1,4,1,3,5,1,3,0,0,
1567,2021-02-11 23:44:45 UTC,F,[2-10],EUR,5+,IH,U,0,3,1,5,5,3,3,5,5,5,5,1,2,4,2,5,1,3,0,0,
1568,2021-02-11 23:48:55 UTC,M,[2-10],EUR,5+,IH,U,0,3,4,4,1,4,5,5,5,4,3,2,4,2,2,4,3,3,0,0,
1569,2021-02-11 23:52:38 UTC,M,[2-10],EUR,5+,IH,U,0,3,5,5,4,4,4,4,5,2,4,2,3,3,3,3,1,3,0,0,
157,2021-03-13 15:37:23 UTC,F,<1,RAG,1,ANB,U,0,2,1,4,1,5,1,4,5,5,1,1,1,1,1,5,3,DK,0,0,
1570,2021-02-11 23:55:22 UTC,M,[2-10],EUR,5+,IH,U,0,3,5,5,5,5,5,4,3,1,1,1,1,4,4,5,1,3,0,0,
1571,2021-02-11 23:59:01 UTC,F,[2-10],RAG,5+,IH,U,0,3,5,5,5,5,4,3,5,4,4,1,1,1,1,4,2,3,0,0,
1572,2021-02-12 00:03:41 UTC,M,[2-10],EUR,5+,IH,U,0,3,1,3,1,4,4,4,4,5,1,1,4,1,3,2,4,3,0,0,
1573,2021-02-12 00:06:32 UTC,M,[2-10],EUR,5+,IH,U,0,3,3,1,1,4,5,5,5,4,2,3,3,4,4,2,5,3,0,0,
1574,2021-02-12 00:08:57 UTC,M,[2-10],RAG,5+,IH,U,0,3,3,4,1,5,5,5,5,5,1,1,5,4,4,4,4,3,0,0,
1575,2021-02-12 00:11:46 UTC,F,[2-10],RAG,5+,IH,U,0,3,3,5,1,5,5,4,5,4,3,1,2,2,3,4,4,3,0,0,
1576,2021-02-12 00:15:26 UTC,F,[2-10],RAG,5+,IH,U,0,3,2,5,1,5,5,4,5,5,1,1,3,3,2,3,3,3,0,0,
1577,2021-02-12 22:33:54 UTC,F,[2-10],NR,3,ANB,R,0,3,4,4,1,5,4,4,4,1,4,1,4,2,2,4,4,3,0,0,
1578,2021-02-13 10:37:36 UTC,M,[2-10],RAG,2,SH,PU,2,3,1,5,3,5,3,3,5,4,3,1,4,4,1,1,1,3,0,0,
1579,2021-02-17 21:23:38 UTC,F,[1-2],EUR,4,SH,PU,1,3,1,1,3,4,4,4,4,3,1,3,3,1,4,3,4,2,4,4,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 23 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
158,2021-03-13 15:39:33 UTC,M,[1-2],RAG,2,IH,R,0,3,2,4,1,3,3,2,3,3,3,1,2,2,1,3,3,DK,0,0,
1580,2021-02-18 08:56:49 UTC,M,[1-2],MCO,2,IH,R,1,2,4,4,2,3,3,3,1,2,4,3,3,2,4,2,4,2,4,4,
1581,2021-03-06 19:14:04 UTC,M,[2-10],BRI,2,IH,R,3,3,4,3,4,4,4,3,4,2,3,1,4,3,1,4,4,2,4,4,
1582,2021-03-07 00:20:53 UTC,M,[2-10],NR,5,SH,PU,3,2,1,5,1,5,5,5,5,5,4,1,1,1,1,5,1,2,4,4,
1583,2021-03-13 14:58:47 UTC,F,[2-10],NR,2,SH,R,3,2,5,5,4,3,5,5,2,1,3,1,1,5,5,5,5,2,4,4,
1584,2021-03-13 17:03:03 UTC,M,[2-10],PER,2,SH,PU,3,1,2,4,2,4,4,4,1,1,5,2,4,4,4,3,3,2,4,3,
1585,2021-02-14 09:13:01 UTC,F,[2-10],EUR,5+,SH,PU,3,2,1,3,2,4,4,4,4,3,2,2,3,3,4,4,4,2,3,3,
1586,2021-02-17 20:58:14 UTC,M,[2-10],Other,5+,SH,PU,2,2,1,2,2,4,4,5,5,5,1,1,4,2,2,4,1,2,3,3,
1587,2021-03-06 17:37:00 UTC,M,[2-10],DK,5+,SH,PU,3,1,2,3,3,4,4,4,5,4,3,3,2,3,2,4,4,2,3,3,
1588,2021-03-06 18:10:55 UTC,F,[2-10],EUR,2,SH,PU,2,2,4,3,3,4,4,4,4,3,4,1,1,3,1,4,3,2,3,3,
1589,2021-03-06 19:12:32 UTC,F,[2-10],BRI,2,IH,R,3,3,1,2,2,4,4,4,2,4,1,1,3,3,2,4,1,2,3,1,
159,2021-03-13 15:40:17 UTC,M,<1,PER,1,AWB,R,0,2,3,3,2,4,4,4,3,3,4,2,2,1,2,2,1,DK,0,0,
1590,2021-03-06 22:15:16 UTC,M,[1-2],EUR,2,IH,R,3,2,2,2,1,2,2,2,2,2,2,1,2,1,3,2,1,2,3,4,
1591,2021-03-06 23:27:43 UTC,M,[2-10],NR,2,SH,R,2,3,1,1,3,4,5,5,5,4,2,3,4,4,1,4,4,2,3,1,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 22 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1592,2021-03-07 08:29:36 UTC,F,[2-10],EUR,1,AWB,PU,2,2,5,3,5,4,5,4,4,3,5,1,4,5,1,4,3,2,3,3,
1593,2021-03-07 12:06:19 UTC,F,<1,SPH,1,AWB,U,0,2,4,4,5,3,4,4,4,3,3,3,2,1,3,3,3,2,3,4,
1594,2021-03-08 17:36:08 UTC,M,[2-10],NR,1,SH,R,2,2,4,4,1,5,4,5,4,3,4,3,3,2,1,3,4,2,3,3,
1595,2021-03-09 17:01:51 UTC,F,[1-2],EUR,2,SH,R,3,2,3,4,3,4,4,5,4,5,3,1,3,3,2,2,4,2,3,2,
1596,2021-03-10 19:47:42 UTC,F,[2-10],Other,3,AWB,PU,2,3,2,2,2,4,4,4,4,4,4,3,3,3,4,4,4,2,3,3,
1597,2021-03-13 13:30:54 UTC,M,[2-10],EUR,2,IH,PU,3,2,4,3,2,5,5,5,5,3,2,1,3,1,2,2,1,2,3,3,
1598,2021-03-13 13:51:26 UTC,F,[2-10],EUR,1,IH,PU,2,2,4,5,3,5,5,5,2,2,4,2,1,5,3,3,1,2,3,3,
1599,2021-03-13 13:59:24 UTC,M,[2-10],EUR,3,SH,U,3,2,2,3,3,4,4,4,5,4,2,3,2,3,3,4,4,2,3,2,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 22 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
16,2021-02-13 16:10:01 UTC,F,<1,EUR,1,ANB,R,1,2,1,3,1,4,4,4,4,4,3,2,1,1,2,2,1,DK,0,0,
160,2021-03-13 15:40:28 UTC,M,[1-2],RAG,1,ANB,U,0,2,3,4,3,5,5,5,4,5,3,3,3,3,3,4,3,DK,0,0,
1600,2021-03-13 16:43:53 UTC,F,[2-10],PER,5+,IH,R,2,2,1,5,3,4,4,4,4,3,4,1,3,3,2,4,2,2,3,3,
1601,2021-03-14 09:55:51 UTC,M,[2-10],SPH,2,AWB,U,4,1,1,2,1,5,5,5,3,5,5,2,5,1,3,3,3,2,3,4,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 22 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1602,2021-03-15 20:37:17 UTC,F,[2-10],EUR,3,SH,PU,2,2,1,4,1,5,5,5,5,4,1,2,5,3,3,2,2,2,3,3,
1603,2021-02-10 14:56:59 UTC,M,[1-2],EUR,1,SH,PU,3,2,4,4,4,4,4,4,5,4,4,4,4,2,3,3,3,2,3,1,
1604,2021-02-11 21:07:26 UTC,M,[2-10],BIR,1,IH,R,1,2,2,4,2,4,4,3,3,3,1,4,2,1,1,1,3,2,2,4,
1605,2021-02-12 20:21:43 UTC,M,<1,EUR,3,SH,PU,2,3,5,5,3,4,4,3,5,5,1,1,1,1,1,1,5,2,2,2,
1606,2021-02-13 12:07:57 UTC,M,[2-10],EUR,3,SH,U,3,1,3,2,1,4,4,5,3,2,5,3,5,5,5,5,4,2,2,1,
1607,2021-02-13 12:10:49 UTC,M,[2-10],EUR,3,SH,PU,3,1,3,1,1,4,4,5,3,2,5,5,5,5,5,5,4,2,2,1,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 21 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1608,2021-02-13 14:20:01 UTC,F,[2-10],DK,2,AWB,U,2,2,2,3,1,5,5,5,5,5,3,1,1,1,1,2,2,2,2,3,
1609,2021-02-15 16:12:39 UTC,F,[2-10],EUR,3,SH,R,1,3,4,5,2,5,5,4,5,4,2,1,1,2,1,1,1,2,2,2,
161,2021-03-13 15:47:07 UTC,F,[2-10],SAV,2,SH,R,0,2,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,DK,0,0,
1610,2021-02-18 09:43:02 UTC,M,[1-2],MCO,1,SH,U,2,2,2,2,3,5,5,5,3,4,3,4,5,2,4,3,3,2,2,1,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 21 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1611,2021-02-19 08:57:20 UTC,M,>10,EUR,5,SH,PU,3,2,1,4,1,4,4,4,4,3,4,3,5,3,4,4,4,2,2,2,
1612,2021-03-06 17:43:43 UTC,F,<1,EUR,1,IH,PU,2,3,3,2,1,5,5,5,4,2,4,2,3,1,3,4,4,2,2,2,
1613,2021-03-06 17:44:00 UTC,F,[2-10],EUR,2,SH,R,2,1,2,4,3,4,4,4,5,5,3,2,3,1,3,4,4,2,2,1,
1614,2021-03-06 18:18:55 UTC,M,[2-10],EUR,1,SH,PU,2,3,4,4,4,4,4,3,4,2,4,1,1,2,1,3,2,2,2,2,
1615,2021-03-06 20:05:47 UTC,F,[2-10],EUR,2,SH,U,2,2,2,4,2,4,5,5,3,2,4,3,3,3,5,3,2,2,2,2,
1616,2021-03-07 10:39:13 UTC,M,[1-2],NR,2,SH,U,3,3,2,3,1,2,4,5,4,3,1,3,4,4,5,3,3,2,2,4,
1617,2021-03-08 07:19:27 UTC,F,>10,TUR,5,SH,U,2,2,4,4,1,5,5,4,5,3,1,1,1,1,1,4,1,2,2,1,
1618,2021-03-10 08:59:29 UTC,M,[2-10],NR,1,IH,R,2,1,3,4,5,4,4,2,3,2,4,1,2,1,1,1,1,2,2,3,
1619,2021-03-13 13:29:27 UTC,M,[2-10],DK,2,SH,PU,2,2,1,1,1,4,3,3,5,5,1,1,1,1,4,4,4,2,2,2,
162,2021-03-13 15:53:29 UTC,M,[1-2],MCO,5+,SH,U,0,3,4,4,1,5,5,5,5,3,1,1,1,1,1,5,2,DK,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 20 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1620,2021-03-13 13:55:11 UTC,M,[1-2],EUR,2,SH,U,3,2,1,3,1,3,3,3,3,2,1,1,3,3,2,1,3,2,2,3,
