Number,Timestamp,Gender,Age,Breed,Household Cats,Housing,Area,Ext,Obs,Shy,Calm,Scared,Intelligent,Vigilent,Persistent,Affectionate,Friendly,Solitary,Rough,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBirds,PredMamm,Additional Comments
964,2021-02-17 20:15:17 UTC,M,[1-2],MCO,5,IH,R,0,3,1,3,1,4,4,4,4,4,1,1,2,1,1,3,2,3,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 02 MINUTES 11 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2020,2021-03-06 22:10:36 UTC,M,[1-2],MCO,2,AWB,U,4,2,1,1,2,4,4,3,4,4,1,1,3,1,1,3,4,2,0,0,
1925,2021-02-21 16:12:55 UTC,M,[2-10],MCO,2,AWB,PU,0,2,1,5,2,3,3,4,5,5,2,2,2,1,1,5,5,2,0,0,
2599,2021-02-18 12:22:44 UTC,M,[2-10],MCO,1,ANB,U,0,3,3,3,5,5,5,3,5,4,1,4,5,1,4,4,5,1,0,0,
571,2021-02-17 20:21:55 UTC,M,[2-10],MCO,4,IH,PU,2,1,4,4,2,3,5,5,4,1,2,2,2,2,3,2,3,3,1,2,
2575,2021-02-18 05:15:04 UTC,M,<1,MCO,1,IH,PU,2,3,1,2,1,1,2,2,2,3,1,1,3,1,1,2,3,1,0,0,
883,2021-02-13 08:28:11 UTC,M,[2-10],MCO,2,IH,R,2,2,4,2,4,3,4,4,5,4,2,2,5,2,4,4,3,3,0,1,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 02 MINUTES 23 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1950,2021-03-06 17:25:03 UTC,M,[2-10],MCO,1,AWB,U,1,2,5,5,5,5,5,3,5,3,4,1,1,4,1,1,1,2,0,0,
2094,2021-03-08 07:11:16 UTC,F,[2-10],MCO,3,IH,R,0,2,1,5,1,5,5,5,4,4,2,1,4,4,4,4,3,2,0,0,
2610,2021-02-18 23:13:19 UTC,M,[2-10],MCO,1,AWB,PU,1,2,1,5,2,5,4,5,5,4,3,1,3,2,2,3,2,1,0,2,
2162,2021-03-13 14:20:47 UTC,F,[1-2],MCO,5+,SH,R,0,2,1,4,1,5,4,4,5,5,1,1,1,1,1,1,1,2,0,0,
1338,2021-03-13 15:58:17 UTC,M,[1-2],MCO,3,IH,PU,2,2,2,5,1,5,5,5,5,2,2,3,1,1,1,5,5,3,0,0,
975,2021-02-18 02:06:50 UTC,M,[2-10],MCO,2,IH,U,1,3,3,4,1,4,3,3,3,4,3,1,3,1,3,3,2,3,0,1,
2340,2021-03-14 01:58:11 UTC,F,[2-10],MCO,5+,IH,U,0,3,1,2,1,4,4,5,5,5,3,1,1,1,1,1,3,2,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 56 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
739,2021-03-13 16:50:04 UTC,M,[2-10],MCO,2,AWB,PU,2,2,1,4,1,3,4,3,3,5,4,2,5,1,3,3,3,3,1,1,
1255,2021-03-13 13:29:38 UTC,F,[2-10],MCO,3,IH,PU,2,2,4,4,1,5,5,5,3,4,1,1,2,2,2,4,3,3,0,0,"it can't go far, harness and very long leash"
398,2021-02-18 17:53:26 UTC,M,[2-10],MCO,3,SH,PU,2,3,3,5,1,5,5,5,4,3,4,1,5,3,2,4,2,3,2,3,
2825,2021-03-13 13:19:32 UTC,M,<1,MCO,3,SH,PU,0,2,5,4,1,5,5,4,5,2,2,1,1,1,1,4,4,1,0,0,
1050,2021-03-06 17:46:46 UTC,F,<1,MCO,3,IH,R,1,2,1,1,1,4,1,4,3,4,1,2,3,3,4,4,4,3,0,0,"She is not afraid of anything or anyone, even the vacuum cleaner, she tries to hit it with her paw 😂"
1921,2021-02-21 01:27:10 UTC,M,[1-2],MCO,2,IH,R,0,2,1,4,1,5,3,5,4,5,1,1,1,1,1,4,4,2,0,0,
2883,2021-03-13 14:59:05 UTC,M,[1-2],MCO,2,AWB,PU,1,1,1,5,3,5,5,5,4,3,3,1,4,1,2,4,3,1,0,0,
2478,2021-03-16 19:41:15 UTC,M,[1-2],MCO,2,SH,R,0,3,1,3,2,4,5,3,5,5,1,1,3,3,5,4,4,1,1,1,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 39 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
720,2021-03-13 15:19:58 UTC,M,[2-10],MCO,5+,IH,U,3,2,1,3,2,4,5,5,4,4,5,4,3,5,4,4,3,3,1,3,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 02 MINUTES 41 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2370,2021-03-14 13:46:20 UTC,M,[2-10],MCO,1,AWB,U,2,3,1,1,4,4,4,5,4,2,3,5,5,4,4,4,3,2,0,0,
256,2021-03-06 18:57:22 UTC,M,<1,MCO,5+,IH,R,2,3,1,3,3,5,5,5,5,4,1,2,4,3,3,3,3,3,4,3,
116,2021-03-07 18:01:14 UTC,F,[1-2],MCO,1,ANB,U,0,3,1,4,1,4,4,3,4,4,1,2,3,1,1,2,3,DK,0,0,
162,2021-03-13 15:53:29 UTC,M,[1-2],MCO,5+,SH,U,0,3,4,4,1,5,5,5,5,3,1,1,1,1,1,5,2,DK,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 20 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
962,2021-02-17 19:29:59 UTC,M,[2-10],MCO,5+,IH,R,3,2,1,4,2,5,4,5,5,5,1,1,1,1,4,5,4,3,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 02 MINUTES 11 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1837,2021-02-16 09:44:44 UTC,M,<1,MCO,4,AWB,PU,0,3,2,3,2,4,4,4,5,5,1,3,2,3,4,4,5,2,0,0,
1923,2021-02-21 11:31:31 UTC,F,[1-2],MCO,5+,IH,R,2,2,1,4,1,4,4,5,4,5,4,1,1,1,3,3,3,2,0,1,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 05 MINUTES 49 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
988,2021-02-18 08:52:50 UTC,F,[2-10],MCO,2,IH,U,2,2,2,4,2,5,3,4,5,4,2,1,4,3,3,3,3,3,0,0,
2083,2021-03-07 20:39:39 UTC,M,[2-10],MCO,2,SH,PU,0,2,2,4,2,2,4,3,4,4,1,1,1,1,2,4,4,2,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 05 MINUTES 32 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2267,2021-03-13 19:17:30 UTC,F,[2-10],MCO,5,SH,PU,0,1,1,2,1,4,4,5,3,3,4,1,3,3,2,4,3,2,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 05 MINUTES 10 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2100,2021-03-08 13:12:32 UTC,M,[2-10],MCO,5,SH,U,3,3,1,4,1,4,4,3,4,5,2,4,4,1,1,4,2,2,0,0,
1448,2021-03-13 22:13:27 UTC,M,>10,MCO,2,IH,R,0,2,4,5,2,4,5,5,5,3,2,1,4,3,2,4,2,3,0,0,
519,2021-03-14 17:01:27 UTC,M,[2-10],MCO,2,SH,PU,1,2,4,4,4,4,4,4,2,4,4,2,2,2,2,4,2,3,2,2,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 03 MINUTES 02 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
570,2021-02-17 20:06:39 UTC,M,[2-10],MCO,1,IH,R,2,3,1,1,1,5,5,4,5,5,1,1,4,1,4,4,4,3,1,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 02 MINUTES 59 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1868,2021-02-17 21:58:13 UTC,M,[2-10],MCO,3,IH,PU,0,3,2,5,1,4,2,3,5,4,2,1,1,1,1,5,3,2,0,0,
603,2021-03-06 17:51:00 UTC,F,[2-10],MCO,4,IH,R,2,2,4,4,2,5,5,4,3,3,5,1,5,4,3,3,2,3,1,1,
1653,2021-02-18 13:05:13 UTC,M,[2-10],MCO,2,IH,R,2,2,1,4,2,5,5,5,5,5,4,1,2,3,2,4,3,2,1,1,
1474,2021-03-14 07:32:50 UTC,F,[2-10],MCO,2,AWB,R,3,2,2,5,1,2,1,3,5,5,1,1,1,1,2,5,5,3,0,4,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS
2368,2021-03-14 12:29:09 UTC,M,[1-2],MCO,3,SH,PU,0,2,1,2,1,5,3,5,5,3,3,2,5,1,3,5,5,2,0,0,
800,2021-03-14 03:23:00 UTC,F,[2-10],MCO,5+,SH,U,2,2,2,4,1,4,5,5,4,4,1,1,1,1,1,5,4,3,1,1,
181,2021-03-13 17:53:24 UTC,F,[1-2],MCO,1,ANB,PU,0,3,1,5,3,4,4,4,5,5,2,2,3,3,2,2,4,DK,0,0,
574,2021-02-18 07:30:25 UTC,M,[2-10],MCO,2,IH,PU,1,2,1,3,1,5,5,5,5,5,1,1,5,1,1,5,5,3,1,2,
973,2021-02-17 23:08:30 UTC,F,<1,MCO,3,IH,R,0,3,1,2,1,5,5,5,5,5,3,1,1,1,2,5,4,3,0,0,
1387,2021-03-13 18:03:46 UTC,M,<1,MCO,3,IH,R,0,2,1,2,1,5,4,5,5,5,1,1,4,1,4,5,5,3,0,0,
294,2021-02-16 17:34:34 UTC,M,<1,MCO,5+,IH,R,1,3,1,1,3,5,5,5,5,1,2,1,2,1,1,5,4,3,3,3,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 03 MINUTES 46 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2220,2021-03-13 16:19:11 UTC,M,>10,MCO,5+,IH,PU,0,3,3,4,1,4,4,4,5,4,4,3,4,3,3,4,3,2,0,0,
2435,2021-02-18 12:45:51 UTC,M,[1-2],MCO,1,SH,R,2,2,4,4,2,3,4,4,4,4,2,3,2,2,2,3,2,1,2,2,
1007,2021-02-18 20:44:41 UTC,F,<1,MCO,5+,IH,R,0,2,2,5,1,4,3,4,5,5,3,1,1,1,1,3,3,3,0,0,
1862,2021-02-17 20:04:39 UTC,M,[1-2],MCO,2,IH,R,2,2,1,1,4,5,4,5,5,4,1,4,4,2,3,2,4,2,0,0,
2806,2021-03-08 22:35:26 UTC,F,[1-2],MCO,2,AWB,U,0,2,1,5,1,5,4,4,4,4,1,1,1,1,1,3,4,1,0,0,
993,2021-02-18 10:36:10 UTC,F,[1-2],MCO,4,SH,PU,0,2,4,3,2,5,5,4,4,2,3,1,1,1,1,2,1,3,0,0,
2764,2021-03-07 19:06:20 UTC,M,[1-2],MCO,2,AWB,U,1,3,1,4,1,5,4,4,4,4,2,1,3,2,2,4,4,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 08 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1647,2021-02-17 18:17:26 UTC,M,[2-10],MCO,5+,SH,U,2,3,2,2,1,4,4,3,4,4,2,1,1,1,1,1,4,2,1,0,
2605,2021-02-18 17:28:29 UTC,M,<1,MCO,1,ANB,PU,0,2,2,3,3,4,4,5,5,5,1,1,2,2,2,4,4,1,0,0,
1278,2021-03-13 13:51:02 UTC,M,[2-10],MCO,2,IH,U,0,1,3,4,3,5,5,4,5,3,2,1,1,1,1,3,4,3,0,0,
38,2021-02-18 01:52:26 UTC,M,[1-2],MCO,2,ANB,U,0,2,1,4,1,5,5,5,5,3,5,1,2,1,3,5,3,DK,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 03 MINUTES 13 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
3139,2021-02-11 22:22:35 UTC,M,[2-10],MCO,5+,SH,PU,2,2,3,4,2,4,3,3,5,4,1,2,2,2,2,4,3,1,0,0,
1580,2021-02-18 08:56:49 UTC,M,[1-2],MCO,2,IH,R,1,2,4,4,2,3,3,3,1,2,4,3,3,2,4,2,4,2,4,4,
1146,2021-03-07 07:49:24 UTC,M,[1-2],MCO,2,IH,R,2,3,1,5,1,4,4,5,5,5,2,1,2,3,1,3,4,3,0,0,
2616,2021-02-23 10:11:07 UTC,M,[1-2],MCO,2,AWB,PU,0,2,2,4,2,4,3,2,5,4,1,2,2,2,1,2,4,1,0,0,
929,2021-02-16 11:14:02 UTC,M,>10,MCO,5+,IH,R,2,2,1,3,1,3,1,3,3,3,1,1,3,1,2,2,2,3,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 02 MINUTES 17 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1080,2021-03-06 18:41:40 UTC,M,[2-10],MCO,4,SH,PU,3,1,5,5,4,4,5,4,5,1,5,1,3,1,1,4,2,3,0,0,
1421,2021-03-13 20:08:12 UTC,F,[2-10],MCO,1,SH,U,0,2,4,4,4,5,5,5,5,3,1,1,4,4,3,5,4,3,0,0,
2558,2021-02-17 14:30:04 UTC,M,[1-2],MCO,2,AWB,U,0,2,4,4,1,5,4,2,5,4,1,4,4,3,4,3,4,1,0,0,
1012,2021-02-19 05:00:37 UTC,F,[2-10],MCO,5+,IH,PU,0,2,1,4,1,4,5,5,4,4,5,3,5,4,5,5,3,3,0,0,
149,2021-03-13 15:01:58 UTC,M,<1,MCO,2,ANB,U,0,2,1,2,1,4,4,5,3,3,1,3,1,2,3,3,5,DK,0,0,
225,2021-03-14 11:38:47 UTC,M,<1,MCO,4,ANB,PU,0,2,2,2,2,5,2,4,5,5,1,2,4,2,4,4,4,DK,0,0,
3001,2021-03-13 20:13:13 UTC,M,[2-10],MCO,2,AWB,PU,1,2,3,5,2,5,5,4,5,3,4,1,2,1,3,3,5,1,0,1,
961,2021-02-17 18:15:35 UTC,M,[1-2],MCO,1,SH,U,0,2,3,3,2,3,3,3,2,3,2,1,1,1,1,1,2,3,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 02 MINUTES 12 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
300,2021-02-18 08:04:44 UTC,M,[2-10],MCO,1,SH,PU,3,2,1,4,1,5,5,5,4,3,4,2,4,1,2,4,3,3,3,4,
1145,2021-03-07 07:46:38 UTC,F,[2-10],MCO,2,IH,R,2,3,4,4,4,5,5,4,5,2,2,1,5,5,4,3,2,3,0,0,
1886,2021-02-18 11:17:39 UTC,M,[2-10],MCO,5,IH,PU,1,3,1,2,1,2,2,2,2,2,1,1,2,3,1,2,3,2,0,0,
2445,2021-02-19 20:40:33 UTC,F,[1-2],MCO,2,IH,U,1,2,3,1,1,4,3,4,2,3,1,2,4,1,2,4,4,1,1,1,
3110,2021-03-16 20:01:07 UTC,F,[2-10],MCO,1,ANB,U,0,2,4,5,3,4,4,3,4,2,1,1,1,3,2,4,5,1,0,0,
1004,2021-02-18 20:10:02 UTC,F,[2-10],MCO,5+,IH,R,0,3,4,4,2,5,2,3,5,2,2,2,1,2,1,1,1,3,0,0,My cats have access to an outdoor enclosure
932,2021-02-16 12:36:01 UTC,M,[2-10],MCO,1,AWB,U,2,3,2,5,1,5,4,5,5,4,4,1,1,1,1,4,5,3,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 02 MINUTES 16 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
95,2021-03-06 19:47:13 UTC,F,<1,MCO,5+,IH,R,0,3,1,4,1,4,3,3,5,3,3,2,2,2,2,4,4,DK,0,0,
1958,2021-03-06 17:37:51 UTC,M,[2-10],MCO,3,AWB,U,1,2,1,2,1,4,5,5,3,2,1,3,1,1,4,2,5,2,0,0,
2562,2021-02-17 21:29:09 UTC,F,[1-2],MCO,2,SH,PU,0,1,2,2,3,4,3,4,3,4,3,4,4,4,4,4,5,1,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 04 MINUTES 28 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1914,2021-02-19 11:01:07 UTC,M,[2-10],MCO,5+,IH,R,2,3,2,5,2,5,3,4,5,5,3,3,1,1,1,3,4,2,0,0,
1847,2021-02-16 18:23:11 UTC,F,<1,MCO,1,IH,R,0,2,1,1,3,3,1,3,3,2,1,3,2,2,3,2,3,2,0,0,
2617,2021-02-23 10:12:47 UTC,F,[2-10],MCO,2,AWB,PU,0,2,1,4,2,5,4,4,4,2,2,2,4,4,2,2,4,1,0,0,
1427,2021-03-13 20:50:12 UTC,F,<1,MCO,1,IH,R,1,3,4,3,2,5,4,3,5,4,2,1,1,1,1,4,4,3,0,0,
1749,2021-03-14 10:49:57 UTC,F,>10,MCO,1,SH,R,2,2,4,4,2,4,4,4,4,2,2,2,4,4,2,3,4,2,1,0,
2594,2021-02-18 10:19:57 UTC,F,[1-2],MCO,5,AWB,R,0,2,2,5,1,5,5,5,5,5,1,4,1,1,1,4,1,1,0,0,
43,2021-02-18 09:39:06 UTC,F,[2-10],MCO,3,SH,U,0,3,1,4,3,5,5,5,5,2,3,1,4,4,3,4,3,DK,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 03 MINUTES 09 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
438,2021-03-07 14:10:15 UTC,M,[1-2],MCO,1,SH,R,3,2,1,4,4,4,3,3,5,2,4,4,4,4,4,2,4,3,2,3,
1339,2021-03-13 15:59:09 UTC,M,>10,MCO,1,SH,PU,2,3,4,5,2,5,5,2,5,4,2,1,4,3,1,4,1,3,0,2,
1294,2021-03-13 14:32:17 UTC,F,[2-10],MCO,3,SH,PU,0,2,4,4,1,5,4,4,3,2,3,1,4,1,1,2,3,3,0,0,
944,2021-02-16 17:47:11 UTC,F,<1,MCO,3,IH,R,0,3,1,5,1,4,4,5,3,4,1,3,1,1,5,1,5,3,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 02 MINUTES 15 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
3118,2021-02-10 13:43:43 UTC,F,[2-10],MCO,4,SH,PU,0,2,1,4,2,5,4,4,5,5,2,1,2,2,3,4,4,1,0,0,
2133,2021-03-13 13:33:18 UTC,F,[2-10],MCO,1,SH,R,0,3,4,2,4,4,5,4,5,4,1,2,2,2,4,4,2,2,0,0,
2552,2021-02-16 22:43:52 UTC,M,<1,MCO,4,AWB,U,1,2,1,4,1,4,5,4,5,4,3,3,4,1,4,4,2,1,0,0,
2122,2021-03-13 13:20:56 UTC,M,[1-2],MCO,2,SH,PU,0,2,4,3,3,4,4,1,4,1,4,3,4,3,3,3,3,2,0,0,
2182,2021-03-13 15:05:10 UTC,M,[1-2],MCO,2,SH,U,0,1,2,4,3,4,4,3,5,5,2,2,2,1,3,4,4,2,0,0,
1690,2021-03-07 21:30:36 UTC,M,[2-10],MCO,2,IH,R,1,2,5,4,3,2,5,1,5,4,3,1,2,2,1,4,3,2,1,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 13 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1883,2021-02-18 09:17:22 UTC,M,<1,MCO,5+,SH,R,0,1,1,1,1,3,1,1,5,5,3,1,1,1,1,3,3,2,0,0,
2601,2021-02-18 16:10:32 UTC,M,[2-10],MCO,4,AWB,U,0,2,4,5,1,4,4,1,5,1,3,1,1,1,1,5,3,1,0,0,
2607,2021-02-18 18:24:54 UTC,M,<1,MCO,5+,SH,U,1,2,1,4,1,5,3,4,5,4,1,2,3,1,2,3,2,1,0,0,
2194,2021-03-13 15:20:59 UTC,M,[2-10],MCO,3,AWB,U,2,2,3,5,2,4,5,3,3,3,2,1,3,1,1,4,3,2,0,0,
2096,2021-03-08 08:41:17 UTC,F,[2-10],MCO,3,SH,PU,0,2,4,4,3,3,4,4,3,4,2,1,1,1,1,3,1,2,0,0,
977,2021-02-18 05:43:29 UTC,M,[2-10],MCO,3,IH,PU,2,2,1,4,1,3,4,4,4,4,1,3,3,4,4,3,4,3,0,0,
579,2021-02-18 10:00:10 UTC,M,[2-10],MCO,3,IH,R,2,3,4,4,1,4,4,4,5,4,1,2,1,1,2,4,4,3,1,2,
1863,2021-02-17 20:45:36 UTC,M,[2-10],MCO,4,IH,R,2,3,3,4,1,5,5,5,5,1,1,1,1,1,1,5,1,2,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 05 MINUTES 56 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2251,2021-03-13 18:11:29 UTC,M,<1,MCO,2,SH,R,1,2,1,2,1,5,3,5,5,5,1,3,3,1,2,3,5,2,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 05 MINUTES 12 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
42,2021-02-18 07:01:03 UTC,F,[1-2],MCO,1,SH,PU,0,3,2,4,2,5,5,5,5,5,1,1,2,1,2,4,1,DK,0,0,
1845,2021-02-16 17:14:44 UTC,M,[2-10],MCO,1,SH,U,0,3,4,4,3,4,4,4,3,2,1,2,2,3,3,2,3,2,0,0,
2813,2021-03-13 13:10:26 UTC,M,[2-10],MCO,2,AWB,U,2,2,2,2,2,1,1,1,1,2,3,3,3,3,2,3,3,1,0,0,
1009,2021-02-18 21:19:20 UTC,M,[2-10],MCO,2,SH,PU,0,2,4,4,4,5,5,5,5,4,2,1,1,1,1,4,1,3,0,0,Only comes out in cattery and does not seek to hunt birds that come inside
2499,2021-02-12 13:36:12 UTC,M,<1,MCO,2,SH,U,0,2,1,1,1,2,1,1,1,2,1,4,3,1,1,3,2,1,0,0,
1871,2021-02-17 23:12:30 UTC,M,[2-10],MCO,3,AWB,PU,2,2,4,2,1,5,5,5,3,1,4,4,5,1,3,5,1,2,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 05 MINUTES 55 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2776,2021-03-07 22:01:37 UTC,F,[2-10],MCO,1,AWB,U,0,3,2,2,2,5,3,4,5,3,3,2,3,2,3,4,4,1,0,0,
942,2021-02-16 17:39:53 UTC,M,[1-2],MCO,3,IH,R,0,2,4,2,1,5,4,5,4,4,1,4,3,2,3,4,2,3,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 02 MINUTES 16 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
443,2021-03-07 18:14:07 UTC,M,<1,MCO,2,SH,PU,1,3,1,1,2,5,3,5,3,5,3,5,4,1,5,5,5,3,2,2,
957,2021-02-17 00:25:23 UTC,F,[2-10],MCO,1,SH,PU,0,2,1,4,1,5,5,4,5,5,2,1,3,3,3,4,4,3,0,0,
1865,2021-02-17 20:59:01 UTC,F,<1,MCO,5+,AWB,U,0,3,1,2,1,5,3,4,5,5,1,1,1,1,1,3,1,2,0,0,
2125,2021-03-13 13:25:26 UTC,F,[2-10],MCO,1,AWB,U,1,2,3,4,2,5,4,5,4,4,2,3,4,4,2,3,5,2,0,0,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 05 MINUTES 28 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1610,2021-02-18 09:43:02 UTC,M,[1-2],MCO,1,SH,U,2,2,2,2,3,5,5,5,3,4,3,4,5,2,4,3,3,2,2,1,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  19 HOURS 06 MINUTES 21 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
11,2021-02-12 20:07:44 UTC,DK,[1-2],MCO,3,ANB,U,0,2,2,3,2,4,2,4,2,4,3,2,4,2,4,2,3,DK,0,0,
2559,2021-02-17 17:56:44 UTC,M,[2-10],MCO,3,AWB,R,0,2,1,2,1,5,5,5,5,5,1,1,4,1,1,1,1,1,0,0,
