Number,Timestamp,Gender,Age,Breed,Household Cats,Housing,Area,Ext,Obs,Shy,Calm,Scared,Intelligent,Vigilent,Persistent,Affectionate,Friendly,Solitary,Rough,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBirds,PredMamm,Additional Comments
2734,723,2,2,5,1,1,2,1,2,1,4,4,2,2,4,4,4,1,1,1,1,1,3,4,0,0,0,291
509,1397,1,3,5,5,2,1,2,3,4,5,1,5,5,4,5,1,3,1,3,1,4,4,2,2,2,3,91
1614,581,2,3,5,0,3,0,2,3,4,4,4,4,4,3,4,2,4,1,1,2,1,3,2,1,2,2,291
590,499,2,3,5,0,2,1,2,2,4,5,4,4,4,4,3,2,4,1,2,2,2,2,3,2,1,2,291
87,594,2,2,5,2,0,1,0,3,4,3,2,4,4,4,3,2,1,1,1,2,1,4,3,3,0,0,291
2655,552,2,0,5,0,1,2,2,3,1,4,3,3,4,5,2,5,4,4,3,3,5,4,2,0,0,0,291
3030,1361,2,1,5,1,1,2,1,2,3,4,1,4,4,4,3,2,4,3,4,1,4,1,2,0,0,0,291
1125,688,1,3,5,4,1,2,2,2,2,4,3,5,5,5,3,4,4,3,4,1,1,4,3,2,0,3,286
1648,301,2,1,5,1,3,0,2,2,4,4,3,2,4,4,5,4,3,1,1,1,1,4,4,1,1,1,291
3018,1338,2,1,5,0,1,2,2,2,4,4,3,4,3,4,4,2,3,1,1,2,2,3,4,0,0,0,291
3141,135,1,2,5,0,1,2,0,2,4,2,3,4,5,5,2,4,4,4,3,3,5,4,5,0,0,0,291
273,1291,2,3,5,0,3,1,3,2,5,5,4,3,4,2,2,1,5,3,3,5,4,3,3,2,4,4,291
117,790,1,3,5,1,1,0,0,3,4,3,3,5,4,4,5,4,2,1,2,2,2,4,2,3,0,0,263
1809,168,2,1,5,0,1,2,1,2,3,4,2,4,4,4,4,4,4,2,4,1,3,4,4,1,0,0,291
1174,767,2,3,5,0,2,1,3,2,4,1,1,5,4,4,4,2,3,1,1,1,1,1,1,2,0,0,291
2477,1506,2,1,5,2,0,2,2,3,1,4,2,5,3,3,5,5,1,5,5,4,4,4,4,0,1,1,161
2001,618,1,3,5,1,3,0,1,2,1,2,4,4,4,4,4,4,2,1,1,3,2,3,3,1,0,0,211
538,25,2,1,5,0,2,1,4,2,2,5,3,4,3,4,4,3,4,1,3,4,2,4,2,2,2,2,291
1273,938,2,3,5,0,3,2,2,2,3,1,4,5,5,5,4,2,4,2,5,4,5,1,2,2,0,0,43
2515,154,2,3,5,2,1,1,1,1,2,4,1,4,4,4,3,2,2,2,4,2,2,4,4,0,0,0,291
2042,701,2,3,5,1,1,1,0,2,1,4,1,4,4,4,4,5,2,4,5,3,4,4,4,1,0,0,291
1867,313,2,3,5,2,2,0,0,3,1,3,1,5,5,5,5,4,2,1,4,1,2,2,1,1,0,0,291
269,1174,2,3,5,4,2,1,2,2,5,5,3,4,4,4,5,1,5,1,1,1,3,3,2,2,4,4,145
1962,556,2,3,5,1,3,2,1,2,3,2,1,3,3,3,3,1,1,1,1,1,1,3,3,1,0,0,291
353,1059,1,1,5,0,2,0,3,2,4,3,2,4,5,5,4,1,4,2,4,4,2,5,2,2,3,3,291
76,558,1,0,5,0,1,2,1,2,4,2,1,4,4,5,5,5,2,1,1,1,4,4,1,3,0,0,291
184,1221,2,1,5,0,0,2,0,3,1,4,2,4,4,3,5,5,3,2,3,2,4,3,2,3,0,0,291
3049,1398,1,3,5,1,1,2,1,3,3,3,5,4,5,4,4,3,4,1,1,2,3,3,3,0,0,0,291
303,508,1,3,5,2,2,1,3,1,2,3,2,2,2,3,1,1,2,3,1,2,3,3,3,2,3,1,291
1256,918,1,3,5,1,2,1,0,2,5,4,4,5,5,4,5,2,2,1,1,2,2,4,2,2,0,0,281
1234,881,1,3,5,0,2,1,1,2,4,4,4,4,4,3,3,1,4,3,3,3,3,3,4,2,0,0,291
1167,747,2,3,5,5,2,1,1,1,3,4,2,4,3,3,4,3,4,2,2,2,2,3,3,2,0,0,291
555,147,2,1,5,5,2,1,3,2,1,4,1,5,2,4,5,5,2,1,3,1,2,4,4,2,1,3,291
649,742,2,3,5,5,3,2,3,2,4,4,1,4,4,4,4,2,1,1,1,1,1,1,1,2,1,3,291
1383,1205,2,3,5,4,3,1,2,2,4,4,4,3,4,4,5,4,2,1,3,3,2,2,3,2,0,0,31
409,588,2,3,5,4,2,1,3,2,2,5,1,4,4,4,1,1,5,5,5,5,5,5,1,2,2,4,291
2843,931,1,2,5,2,1,1,0,2,3,3,2,4,4,4,4,4,4,3,4,2,4,4,4,0,0,0,291
2528,183,1,3,5,0,2,1,0,3,3,3,3,3,3,3,3,2,3,1,3,2,3,3,3,0,0,0,291
3024,1346,1,3,5,3,1,0,0,2,4,5,1,5,3,3,5,2,3,1,1,1,1,5,1,0,0,0,291
2765,792,1,3,5,1,0,1,0,2,1,2,2,4,4,4,4,4,1,1,3,1,1,4,4,0,0,1,136
128,893,1,3,5,1,0,2,0,2,1,2,1,5,4,3,4,4,3,1,3,1,3,3,1,3,0,0,273
700,957,2,2,5,3,2,0,3,2,3,5,1,4,4,5,5,1,1,1,1,1,1,5,5,2,1,2,291
3127,47,1,2,5,0,1,0,1,3,4,2,5,4,5,5,4,2,4,4,4,5,4,5,5,0,0,0,291
2666,572,2,0,5,0,1,0,1,2,1,4,1,3,4,4,5,5,2,1,2,1,2,4,5,0,0,0,291
328,746,1,0,5,5,2,1,2,1,1,3,1,1,1,1,1,3,2,4,4,4,3,3,3,2,3,3,291
2881,1008,2,2,5,0,1,0,0,2,4,4,3,4,4,4,4,4,4,3,3,3,4,4,2,0,0,0,291
1377,1190,2,3,5,0,3,2,2,3,5,4,4,5,3,2,4,4,4,2,2,2,2,2,2,2,0,0,291
325,731,1,2,5,1,2,1,3,1,1,4,4,5,4,5,4,2,2,4,2,2,2,5,2,2,3,3,291
637,696,1,0,5,1,2,1,3,2,1,1,1,5,5,5,5,1,3,1,1,1,1,5,1,2,1,4,291
402,471,2,3,5,2,3,1,3,2,1,2,1,1,2,2,1,4,2,1,2,2,2,3,1,2,2,3,291
1462,1373,1,2,5,2,3,1,2,3,3,3,3,3,3,3,2,3,1,2,3,2,3,2,3,2,0,0,291
1970,569,2,0,5,0,2,2,0,3,2,1,3,4,3,3,3,4,4,5,4,2,2,2,5,1,0,0,291
20,167,1,3,5,0,0,2,0,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,0,0,291
2454,820,2,2,5,3,1,2,1,2,4,2,1,4,2,4,4,4,1,4,2,1,4,4,4,0,1,1,164
2988,1243,2,3,5,0,1,2,1,2,2,3,2,4,4,4,5,5,4,1,1,3,3,4,3,0,0,0,114
1712,991,1,3,5,0,3,0,3,2,4,5,3,4,4,3,4,2,4,1,3,4,2,2,2,1,1,2,291
1748,1425,2,3,5,1,3,0,0,2,1,4,4,5,5,5,5,5,1,3,2,3,1,5,1,1,1,1,231
417,631,2,3,5,1,2,1,3,2,5,2,2,2,2,2,4,2,5,1,4,3,2,4,1,2,2,2,291
1538,1538,2,3,5,0,3,1,2,2,2,5,4,4,4,2,5,2,2,2,4,4,4,4,5,2,0,1,291
2732,721,1,0,5,1,1,0,3,2,1,2,1,5,5,4,4,4,3,1,3,2,4,2,2,0,0,0,291
439,751,2,3,5,1,2,1,3,2,2,2,3,5,5,4,4,2,2,1,4,3,2,2,2,2,2,2,93
766,1275,1,1,5,0,3,2,4,2,4,4,4,4,4,4,4,3,2,1,1,2,1,1,1,2,1,1,291
1606,140,2,3,5,2,3,2,3,1,3,2,1,4,4,5,3,2,5,3,5,5,5,5,4,1,2,1,291
1500,1474,2,1,5,0,1,0,2,2,1,4,1,5,5,5,4,4,4,4,4,4,3,5,4,2,0,3,291
614,585,1,3,5,2,3,1,2,2,5,5,3,5,5,4,5,2,4,1,1,1,1,3,1,2,1,2,291
177,1184,2,3,5,4,0,1,0,3,1,1,1,3,3,3,3,3,1,2,1,2,2,1,2,3,0,0,291
939,245,2,3,5,0,2,1,2,3,1,2,4,4,4,4,5,4,5,1,5,5,5,5,1,2,0,1,291
636,692,2,3,7,2,2,1,0,3,4,4,2,5,5,4,5,3,3,1,1,1,1,2,1,2,1,1,291
859,58,1,1,7,1,2,1,0,3,3,4,4,5,4,2,4,5,2,2,4,5,5,4,4,2,1,0,291
210,1345,2,2,7,1,1,1,0,3,1,4,1,5,5,5,5,5,1,3,5,2,2,3,3,3,0,0,291
755,1231,2,2,7,1,3,1,2,2,3,4,2,3,4,2,4,4,2,4,3,4,4,4,4,2,1,2,72
282,1447,1,3,7,0,2,1,3,2,2,4,2,5,5,5,5,2,2,1,2,2,5,3,1,2,4,4,291
1798,131,2,3,7,1,1,2,0,2,3,5,4,5,4,2,4,3,4,1,1,3,2,4,2,1,0,0,291
470,937,2,1,7,3,2,1,4,3,3,3,3,3,3,3,5,3,1,3,1,4,4,4,3,2,2,0,291
653,763,1,3,7,1,2,1,2,3,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,0,83
906,188,2,1,7,1,3,0,2,2,2,4,2,5,5,5,5,3,3,1,3,3,3,5,2,2,0,1,291
2391,1511,2,2,7,1,3,2,0,2,4,5,4,4,2,2,5,4,2,1,2,2,2,4,5,1,0,1,291
106,716,2,2,7,0,0,2,0,2,1,4,3,4,3,3,5,5,1,1,3,3,2,3,2,3,0,0,17
2048,707,1,0,7,0,2,1,2,2,2,4,3,4,5,3,5,4,2,1,1,3,2,4,4,1,0,0,207
891,163,2,2,7,2,2,1,0,2,3,5,1,5,5,5,4,3,4,1,1,1,1,1,1,2,0,0,291
3012,1321,1,3,7,1,1,2,1,2,5,4,5,5,4,4,5,3,4,1,1,1,2,2,1,0,0,0,112
2333,1367,2,3,7,2,1,2,2,2,4,5,1,5,5,4,5,4,4,2,4,2,1,2,4,1,0,0,291
679,876,1,3,7,2,2,1,2,2,2,4,4,5,5,5,5,5,2,1,1,4,1,5,2,2,1,4,291
1471,1388,1,3,7,1,1,0,0,2,2,5,4,5,5,4,2,1,2,5,1,2,3,5,4,2,0,0,291
1172,765,2,0,7,2,3,0,1,2,2,4,1,3,3,4,5,4,1,2,3,1,3,3,3,2,0,0,291
2460,935,2,3,7,0,3,0,0,1,2,4,5,3,3,4,2,2,4,4,4,4,4,4,3,0,1,0,163
1489,1438,2,2,7,3,3,0,2,2,1,5,2,5,5,3,4,2,2,4,5,5,5,5,2,2,0,1,291
2500,120,2,3,7,1,1,2,1,2,4,5,3,5,5,4,5,4,2,1,1,2,1,5,4,0,0,0,291
884,138,1,3,7,1,2,1,2,2,1,4,2,5,5,5,5,2,2,2,3,3,3,4,3,2,0,0,291
2741,744,1,3,7,2,3,1,0,2,2,3,2,4,3,4,5,5,1,1,2,4,1,5,3,0,0,0,291
844,1520,1,1,7,5,2,1,2,2,1,2,4,5,5,5,5,5,2,2,2,3,5,5,3,2,1,1,291
1192,804,2,3,7,3,2,1,2,2,4,5,1,5,4,4,5,1,2,1,1,1,1,4,4,2,0,0,291
188,1233,1,3,7,1,0,0,0,2,4,3,1,5,3,4,5,4,1,1,4,2,3,3,3,3,0,0,291
860,1540,2,3,7,0,3,2,3,2,1,3,1,4,5,4,4,4,4,4,5,5,5,2,3,2,1,2,291
852,17,1,3,7,5,3,0,3,1,4,4,5,4,4,4,5,4,5,1,1,1,1,4,4,2,1,1,291
1440,1315,1,1,7,5,2,1,0,3,4,4,4,4,4,3,3,2,4,1,2,3,1,5,3,2,0,0,291
14,139,1,3,7,1,0,2,0,2,1,2,3,2,2,2,2,2,1,1,2,1,1,2,2,3,0,0,283
1410,1256,1,1,7,0,2,2,0,2,1,4,3,5,3,4,4,4,2,2,1,3,1,4,3,2,0,0,291
820,1453,1,3,7,0,2,1,2,2,2,4,3,5,4,4,4,4,3,1,4,4,2,4,3,2,1,1,291
722,1082,1,3,7,1,2,1,2,2,3,3,2,4,5,3,4,2,3,2,4,3,2,4,3,2,1,4,291
1441,1318,2,3,7,5,2,1,1,3,2,2,2,2,2,3,2,1,2,1,1,1,2,2,2,2,0,2,291
1003,404,2,0,7,1,2,1,3,2,2,2,1,4,4,4,4,4,3,2,4,2,4,4,4,2,0,4,291
1064,578,2,2,7,1,1,0,0,2,1,3,1,4,3,5,5,5,1,2,2,2,3,4,3,2,0,0,38
1546,13,2,2,7,0,1,2,0,2,4,3,2,5,3,4,5,3,1,1,2,3,3,4,4,2,0,0,291
1635,165,2,3,7,1,3,2,2,2,5,5,3,3,3,3,2,1,2,1,1,3,2,4,3,1,2,2,291
372,1450,1,3,7,0,3,0,4,1,2,4,1,5,5,4,2,2,4,1,1,2,2,4,2,2,3,2,291
589,479,2,3,7,2,3,2,3,2,1,3,1,5,5,5,5,4,2,2,4,2,1,1,4,2,1,1,291
1707,954,1,3,7,1,2,2,3,1,3,4,5,3,5,4,5,4,2,1,1,2,3,4,3,1,1,2,236
2378,1478,2,0,7,0,1,2,2,2,5,2,3,5,5,3,5,2,5,1,2,3,2,4,3,1,0,0,291
1291,971,1,0,7,1,3,2,2,2,1,2,1,5,5,5,5,5,1,2,2,2,2,3,3,2,0,2,284
826,1473,1,3,7,5,2,2,2,3,4,4,1,1,1,1,1,2,3,1,1,3,4,4,4,2,1,2,66
1087,614,2,0,7,1,2,1,0,2,3,4,3,4,4,4,5,4,2,1,1,2,2,3,3,2,0,0,291
1373,1181,1,3,7,2,3,2,1,2,5,4,3,4,3,3,4,2,1,2,1,1,3,4,3,2,0,1,291
1397,1227,2,1,7,1,1,0,0,3,1,2,3,4,4,4,5,4,2,4,4,4,5,3,2,2,0,0,288
1679,725,2,3,7,1,2,0,1,2,2,3,1,2,2,2,2,2,1,1,2,3,1,2,3,1,1,1,291
812,1427,2,0,7,5,2,1,2,3,2,2,2,5,5,5,5,2,2,3,2,1,2,3,3,2,1,1,291
121,829,2,0,7,0,2,0,0,2,5,4,3,4,5,4,1,1,4,2,4,3,4,4,5,3,0,0,20
694,936,2,3,7,1,3,2,2,2,1,5,1,5,1,5,5,5,5,1,1,1,1,1,1,2,1,1,291
539,29,1,3,7,4,2,1,3,1,3,4,4,4,4,3,4,3,3,1,1,2,1,3,3,2,2,3,291
2129,914,1,1,7,1,1,1,1,2,1,2,1,5,5,5,5,2,1,1,5,4,4,2,4,1,0,0,291
2513,152,1,3,7,1,1,2,1,2,4,3,2,4,4,4,5,2,4,1,2,2,3,2,2,0,0,0,158
484,1135,2,1,7,1,3,1,3,2,4,4,1,4,4,4,4,4,2,1,1,1,1,2,4,2,2,2,291
697,940,2,3,7,2,3,0,2,1,3,3,3,3,2,3,3,3,1,1,1,1,1,3,3,2,1,1,291
2331,1366,1,3,7,2,1,2,2,2,4,3,4,5,4,4,5,4,4,1,2,2,1,2,5,1,0,0,291
2650,541,1,1,7,0,1,2,1,2,1,5,3,5,5,5,5,4,4,1,3,3,1,5,5,0,0,0,291
1537,1537,1,3,7,2,0,1,0,2,2,5,3,5,4,4,5,4,3,3,4,3,4,4,3,2,0,0,247
3114,10,2,1,7,0,2,2,3,1,2,4,2,4,2,4,5,4,2,1,1,2,2,4,5,0,0,0,291
2216,1116,1,2,7,1,1,0,0,3,3,4,3,5,5,5,5,3,1,4,5,3,3,4,5,1,0,0,191
2861,963,1,3,7,1,0,1,0,2,1,5,2,5,4,3,5,4,3,1,1,5,3,3,5,0,0,0,291
2090,826,1,0,7,0,3,1,0,3,2,4,3,4,3,4,5,2,1,1,1,3,1,4,4,1,0,0,291
2683,616,1,3,7,0,2,0,0,2,2,5,4,4,4,3,4,5,2,1,1,3,2,5,3,0,0,0,146
1473,1393,1,3,7,2,3,2,2,2,4,4,2,5,5,4,3,2,4,3,3,4,3,3,2,2,0,0,291
1494,1458,2,0,7,2,3,1,4,2,2,3,3,4,4,5,5,5,2,3,4,1,2,3,4,2,0,1,291
1747,1417,1,1,7,0,2,2,2,2,4,5,2,5,5,4,3,2,5,1,3,5,2,4,3,1,1,1,291
1464,1375,1,0,7,0,1,2,1,2,4,2,3,5,5,5,2,2,3,4,4,3,4,4,5,2,0,0,291
858,56,1,3,7,0,3,1,2,2,5,5,5,3,4,2,1,1,3,1,4,5,1,1,1,2,1,1,291
850,1,2,3,7,1,2,1,3,1,2,3,2,4,4,4,5,5,4,4,5,4,3,4,3,2,1,3,291
2671,583,1,3,7,5,0,2,0,3,4,4,4,5,5,5,5,2,3,1,1,3,2,3,2,0,0,0,291
1404,1245,2,1,7,1,3,2,0,2,3,5,1,5,5,4,5,1,4,2,2,3,4,3,3,2,0,0,1
1439,1313,1,3,7,1,3,0,1,2,2,4,3,4,3,4,4,4,2,1,4,3,2,4,2,2,0,0,260
540,41,2,3,7,2,2,1,3,2,1,4,1,5,5,5,5,5,1,1,1,2,1,3,3,2,2,4,291
2873,992,1,2,7,1,0,2,1,2,2,1,1,5,2,5,5,5,1,2,1,1,4,4,4,0,0,0,127
1447,1330,2,1,7,0,3,1,2,2,2,5,3,5,1,3,5,4,5,1,5,5,5,5,5,2,0,0,290
374,1472,1,3,7,0,2,1,2,1,1,4,2,3,4,4,5,5,2,1,1,2,2,4,3,2,3,3,291
2236,1166,2,3,7,3,1,2,1,2,2,2,1,5,4,5,4,4,3,2,4,2,4,3,3,1,0,0,189
2051,720,2,3,7,1,1,2,2,2,2,4,4,4,4,3,3,4,2,4,4,3,2,4,2,1,0,0,291
3061,1430,1,3,7,4,1,0,2,2,5,4,5,4,5,5,4,4,5,2,2,3,2,2,2,0,0,0,108
1758,1467,1,2,7,0,1,2,2,2,1,5,3,5,5,5,5,4,4,1,1,3,1,1,5,1,1,0,291
2207,1074,1,1,7,2,1,0,1,2,1,5,1,4,1,4,5,5,2,1,1,1,1,5,1,1,0,0,291
3072,1446,1,3,7,1,3,2,0,2,4,2,3,5,5,5,5,4,4,1,1,1,1,4,4,0,0,0,291
1430,1300,2,2,7,0,3,1,2,2,1,5,3,5,4,4,5,5,3,1,1,2,2,4,3,2,0,4,291
671,840,1,3,7,2,3,2,2,2,2,5,1,5,4,4,5,3,2,2,2,1,1,3,2,2,1,2,291
1075,596,2,0,7,1,3,0,2,2,1,3,1,4,3,3,5,5,1,1,2,1,2,5,5,2,0,3,291
465,911,1,3,7,5,3,2,2,3,1,4,1,4,4,4,4,3,1,1,1,1,1,1,1,2,2,1,291
451,842,2,3,7,1,3,2,2,2,4,2,4,4,5,3,4,2,4,1,2,2,2,4,4,2,2,1,291
1096,634,2,3,7,1,3,1,2,1,3,5,1,4,5,3,5,4,3,1,3,5,3,3,2,2,0,0,11
782,1317,2,3,7,1,2,1,2,2,3,4,3,4,3,3,4,4,2,2,2,3,2,2,4,2,1,2,291
301,425,2,2,7,4,2,1,2,2,1,3,2,4,4,4,4,4,1,1,3,1,2,2,2,2,3,4,291
1297,985,1,0,7,0,2,1,1,3,4,4,5,4,3,3,5,2,4,1,3,3,1,1,3,2,0,0,291
2354,1413,1,2,7,1,1,2,2,2,3,5,4,5,5,3,5,5,2,1,1,1,1,2,3,1,0,1,291
533,2,1,3,7,0,2,1,3,1,2,4,2,4,5,4,2,1,5,2,4,5,2,4,2,2,2,2,291
2997,1267,2,0,7,0,3,2,0,3,4,4,3,4,2,2,5,3,4,1,1,3,3,4,4,0,0,0,291
3062,1431,2,0,7,4,1,0,2,2,2,2,2,5,5,5,5,4,3,3,3,3,4,3,4,0,0,0,107
1685,762,1,3,7,0,3,1,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,291
611,579,1,2,7,0,3,0,3,2,2,2,2,3,3,2,3,2,2,1,1,1,1,2,2,2,1,4,291
1126,689,1,3,7,3,2,1,0,1,1,3,2,5,4,4,5,3,3,3,4,3,3,3,1,2,0,1,291
2374,1469,1,3,7,1,3,2,2,1,4,3,5,5,5,2,2,2,2,5,1,2,1,3,1,1,0,0,291
536,9,1,1,7,1,2,1,2,1,4,4,5,4,5,3,3,2,4,2,2,4,4,5,4,2,2,2,291
241,110,1,3,7,2,2,1,3,1,4,3,5,4,2,4,4,1,5,4,5,5,5,1,2,2,4,4,291
302,449,2,3,7,0,3,1,2,1,1,4,3,4,4,4,4,5,2,3,2,3,2,4,4,2,3,4,291
1217,850,2,2,7,0,3,0,1,3,1,3,3,5,5,5,5,5,1,2,4,4,2,4,2,2,0,1,291
854,33,1,3,7,1,3,0,2,2,4,3,2,5,4,4,5,4,2,2,4,4,3,4,2,2,1,1,291
2804,867,2,2,7,2,1,0,2,3,4,3,2,3,4,4,5,3,3,2,3,2,4,4,5,0,0,0,291
452,865,2,1,7,1,3,1,2,2,2,4,2,4,3,3,5,4,2,2,5,4,4,4,3,2,2,4,291
3026,1351,2,2,7,2,1,2,0,2,1,3,1,4,3,5,2,4,2,3,2,1,3,3,4,0,0,0,291
2705,660,1,2,7,0,3,2,2,1,1,2,1,3,4,5,3,2,3,5,5,5,5,3,3,0,0,0,291
526,1509,2,0,7,5,2,1,3,3,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,291
534,5,2,3,7,1,3,1,3,1,1,1,1,4,5,5,1,1,5,4,4,4,5,1,5,2,2,2,291
1907,429,1,0,7,0,1,0,1,3,2,2,2,4,3,4,4,4,3,4,4,3,2,4,4,1,0,0,291
673,849,1,3,7,0,3,1,3,1,4,4,4,4,4,4,1,2,5,3,4,4,4,1,3,2,1,1,80
1109,661,1,0,7,3,2,2,2,2,1,3,1,4,4,3,5,4,1,1,3,4,3,4,2,2,0,0,291
2966,1202,1,3,7,0,1,2,0,3,2,5,1,2,2,4,5,2,5,1,5,5,1,5,3,0,0,0,291
1241,894,1,3,7,1,3,2,0,2,5,3,2,4,2,3,5,1,5,2,5,4,3,3,3,2,0,0,291
1181,782,2,3,7,1,3,0,3,1,2,4,1,4,3,3,4,3,4,1,1,1,1,3,3,2,0,0,291
1621,966,1,3,7,2,3,0,2,2,1,2,1,1,1,1,2,2,1,2,5,3,4,4,1,1,2,3,291
2706,667,2,3,7,0,1,2,0,2,3,5,3,4,4,3,4,3,4,2,3,3,2,4,4,0,0,0,291
2871,989,1,1,7,2,2,0,0,2,3,5,3,5,4,2,5,4,2,1,1,1,1,4,4,0,0,0,291
535,8,2,1,7,1,2,1,2,1,1,4,2,2,2,2,5,5,2,2,4,1,2,5,4,2,2,2,291
537,15,2,1,7,2,2,1,3,2,4,2,1,4,4,4,4,1,3,4,5,5,5,1,3,2,2,4,291
1305,1001,2,1,7,1,2,2,3,1,1,2,1,1,1,1,3,5,4,5,5,5,5,2,5,2,0,0,291
2769,794,2,2,7,2,2,1,0,2,1,2,1,4,1,5,3,5,1,4,2,1,1,5,5,0,0,0,291
1722,1129,2,3,7,3,1,1,2,3,2,5,1,5,5,3,4,4,2,1,3,1,2,4,3,1,1,1,291
577,368,1,3,7,4,2,2,1,3,2,2,1,5,4,2,5,4,1,1,4,3,2,4,3,2,1,1,291
1124,687,1,0,7,1,2,1,0,2,1,1,1,5,2,4,4,5,2,4,3,2,4,4,4,2,0,0,291
1084,605,2,2,7,0,0,1,0,2,2,2,4,4,5,2,5,5,3,3,3,4,4,4,5,2,0,0,30
560,180,1,3,7,2,2,1,2,3,2,4,5,5,5,5,5,5,2,1,1,1,2,5,2,2,1,3,291
1391,1215,2,0,7,0,1,1,0,2,2,3,4,2,3,5,4,4,2,1,2,3,4,3,4,2,0,0,16
665,803,2,1,7,1,2,1,3,2,1,5,1,5,5,4,4,4,1,1,1,1,1,4,3,2,1,2,291
490,1212,1,3,7,0,3,1,1,3,5,5,4,5,5,5,5,3,5,1,1,5,1,1,1,2,2,2,291
1504,1481,2,3,7,5,2,1,2,3,1,4,1,5,4,4,5,5,3,3,5,3,2,4,2,2,0,0,22
2039,700,1,3,7,3,2,0,0,2,3,3,1,4,3,5,4,5,3,1,3,3,4,3,2,1,0,0,291
2384,1494,2,3,7,0,1,2,1,3,2,5,5,5,5,1,5,4,1,1,1,1,1,5,2,1,0,0,170
112,740,2,2,7,1,3,2,0,1,4,3,1,4,4,4,4,4,2,1,4,1,1,3,3,3,0,0,291
2509,148,2,2,7,0,0,2,1,3,1,4,1,4,4,4,5,4,1,1,1,1,1,1,4,0,0,0,291
777,1292,2,3,7,0,2,1,4,1,5,4,3,2,5,5,4,1,5,1,2,3,3,4,4,2,1,4,70
2486,91,1,0,7,0,1,2,0,3,1,4,3,5,5,4,5,4,3,1,4,3,3,4,4,0,0,0,291
1045,544,1,2,7,0,3,0,2,1,4,4,4,1,3,3,1,2,3,3,3,2,3,3,3,2,0,0,291
1634,136,1,3,7,1,2,1,2,2,3,4,1,1,1,1,3,3,1,2,1,1,1,2,2,1,2,2,291
1238,886,1,3,7,1,2,1,0,3,3,3,2,5,5,5,4,4,4,2,4,3,3,4,4,2,0,0,291
1076,597,2,0,7,0,3,1,0,2,4,2,3,5,5,3,4,2,3,3,3,3,4,4,4,2,0,0,291
756,1244,2,3,7,4,2,1,3,1,1,5,1,5,2,5,5,5,1,1,1,1,1,1,1,2,1,2,71
3131,51,1,3,7,0,3,2,1,2,4,4,3,4,5,3,5,1,3,1,1,1,1,4,3,0,0,1,291
1029,516,2,0,7,2,2,1,0,3,3,3,3,2,2,2,2,1,3,1,3,3,3,2,2,2,0,0,261
2278,1272,2,3,7,0,1,0,1,2,1,4,1,5,4,3,5,5,4,1,1,1,1,4,2,1,0,0,183
2867,975,1,1,7,0,1,2,1,2,4,4,4,5,4,4,5,2,2,1,1,3,1,3,3,0,0,0,291
1350,1119,1,3,7,1,2,1,0,3,5,5,2,4,5,3,4,1,4,2,3,3,4,4,2,2,0,1,291
1594,860,2,3,7,0,3,1,2,2,4,4,1,5,4,5,4,3,4,3,3,2,1,3,4,1,3,3,291
1920,451,1,2,6,0,3,1,0,2,4,4,3,5,5,4,5,4,3,1,3,3,1,3,2,1,0,0,291
2565,311,2,3,6,1,1,2,0,3,2,3,2,5,4,5,4,4,2,1,3,1,4,4,4,0,0,0,152
1209,833,1,0,6,2,3,1,0,2,1,3,1,4,4,4,4,4,1,2,2,1,4,3,4,2,0,0,291
297,288,2,0,6,5,3,1,2,2,2,4,2,3,3,4,5,4,1,1,1,1,1,5,2,2,3,3,291
455,873,1,3,6,1,2,0,2,2,3,4,4,5,5,5,4,2,4,2,3,2,4,4,4,2,2,2,291
2614,442,2,3,6,2,3,1,0,2,1,4,1,5,5,5,5,5,4,1,2,3,2,2,2,0,0,1,291
2953,1169,1,3,6,0,1,2,1,2,3,4,3,5,5,5,5,4,2,2,2,4,4,4,4,0,0,0,291
1460,1371,1,2,6,3,0,1,1,2,1,4,1,5,3,5,5,5,4,1,1,1,1,3,1,2,0,0,291
1247,904,2,2,6,2,1,2,0,2,4,4,1,5,4,5,4,4,1,1,1,1,1,3,3,2,0,0,291
60,455,1,3,6,4,3,1,0,2,2,5,3,4,5,4,5,5,1,5,3,2,1,2,4,3,0,0,291
51,405,2,0,6,5,2,1,0,3,1,3,1,5,4,4,5,3,2,1,5,1,4,2,2,3,0,0,90
119,809,1,2,6,1,2,1,0,1,1,1,1,4,2,4,2,1,5,5,4,2,1,2,1,3,0,0,16
1875,332,1,3,6,5,2,1,2,2,1,2,1,4,4,4,4,4,2,4,2,1,4,3,4,1,0,1,291
1876,335,1,3,6,5,2,1,3,2,2,2,1,5,3,4,5,5,2,3,5,3,3,3,5,1,0,0,221
2569,321,2,3,6,3,3,2,2,3,1,4,1,5,5,5,5,4,1,1,1,1,1,4,5,0,0,0,291
1860,285,1,0,6,0,2,1,0,3,1,5,5,5,5,5,5,2,3,1,1,3,3,5,3,1,0,0,223
2609,413,2,2,6,0,3,2,0,2,1,4,2,4,3,4,3,4,2,1,1,1,1,3,3,0,0,0,291
1142,706,2,0,6,3,3,1,0,2,1,3,1,5,3,4,5,5,1,1,3,1,4,3,4,2,0,0,28
